Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Liberal,C:Trumpet of Patriots,D:Legalise Cannabis Party,E:Animal Justice Party,F:The Greens,G:Jacqui Lambie Network,H:Libertarian,I:Pauline Hanson's One Nation,J:Citizens Party,K:Australian Labor Party,"L:Shooters, Fishers and Farmers Party",A:BILIC Dennis,A:RICHARDSON Pierre,B:CHANDLER Claire,B:COLBECK Richard Mansell,B:MARTIN Jacki,C:MOORE Wayne Leslie,C:KELLY Matt,C:SMITH Greg,D:OWEN Matt,D:HESTER Gail,E:DAVIES Casey,E:LUCAS Kate Elizabeth,F:McKIM Nick,F:BLEYER Vanessa,F:JORDAN Scott,F:HOARE Trenton,G:LAMBIE Jacqui,G:HANNAN Christine,H:ABRAHAM Chrysten,H:ARMSTRONG Nicole,I:HANSON Lee,I:DUNN James,J:STAGGARD Daryl,J:WILLIAMS Ray,K:BROWN Carol,K:DOWLING Richard,K:FALLS Bailey,K:O'DONNELL Saxon,K:LUCKMAN Greg,K:MEYERS Amelia Louise,L:BIGG Phillip,L:ROACH Melanie,UG:EDWARDS Fenella
1,1,,,,,,,,,,,,,27,28,7,8,9,31,32,33,29,30,25,26,10,11,12,13,16,17,14,15,24,23,21,22,5,4,3,2,1,6,19,20,18
1,2,,,,,6,4,2,,3,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,8,7,3,11,10,9,4,12,6,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,,,,3,4,5,2,,7,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,4,5,6,3,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6,10,8,11,9,4,12,2,5,6,7,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,6,,5,3,,,2,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8,3,,,,,4,2,5,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9,8,12,7,11,4,9,2,10,3,6,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,4,11,5,7,6,12,2,10,8,3,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,,,4,5,6,,2,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,11,10,7,2,3,8,4,9,7,6,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,,,,4,3,2,6,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,,4,3,5,,,2,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,4,,,3,6,,,,,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,,6,,5,4,,3,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,7,6,12,11,10,2,4,5,9,8,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
