Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,6,5,,3,1,2,4,,,,,,,,,,,,,,
1,2,,5,6,2,1,3,4,,,,,,,,,,,,,,
1,3,5,4,3,6,1,2,,,,,,,,,,,,,,,
1,4,4,2,,6,1,3,5,,,,,,,,,,,,,,
1,5,4,2,5,6,1,3,7,,,,,,,,,,,,,,
1,6,2,3,4,6,1,5,,,,,,,,,,,,,,,
1,7,7,2,4,3,1,6,5,,,,,,,,,,,,,,
1,8,7,2,6,3,1,5,4,,,,,,,,,,,,,,
1,9,,,,,1,,,,,,,,,,,,,,,,
1,10,,,,,,,,12,11,,,10,8,9,7,4,3,5,6,2,1
1,11,3,2,5,1,6,7,4,,,,,,,,,,,,,,
1,12,2,4,3,1,6,5,,,,,,,,,,,,,,,
1,13,5,3,6,1,2,4,,,,,,,,,,,,,,,
1,14,6,4,5,1,2,3,,,,,,,,,,,,,,,
1,15,4,2,,1,3,6,5,,,,,,,,,,,,,,
1,16,5,2,4,1,6,7,3,,,,,,,,,,,,,,
1,17,5,2,6,1,4,7,3,,,,,,,,,,,,,,
1,18,3,,6,1,5,4,2,,,,,,,,,,,,,,
1,19,5,1,,2,3,4,6,,,,,,,,,,,,,,
1,20,4,2,5,1,3,6,7,,,,,,,,,,,,,,
1,21,2,3,4,1,,6,5,,,,,,,,,,,,,,
1,22,4,3,5,1,6,7,2,,,,,,,,,,,,,,
1,23,4,1,6,2,,5,3,,,,,,,,,,,,,,
1,24,6,1,3,2,4,,5,,,,,,,,,,,,,,
1,25,6,1,4,2,5,7,3,,,,,,,,,,,,,,
1,26,7,1,6,3,4,5,2,,,,,,,,,,,,,,
1,27,2,1,5,6,7,4,3,,,,,,,,,,,,,,
1,28,,2,1,6,3,5,4,,,,,,,,,,,,,,
1,29,3,1,,2,4,5,6,,,,,,,,,,,,,,
1,30,4,1,3,2,5,,6,,,,,,,,,,,,,,
1,31,4,1,2,5,6,7,3,,,,,,,,,,,,,,
1,32,4,1,6,5,2,,3,,,,,,,,,,,,,,
1,33,6,1,5,3,4,,2,,,,,,,,,,,,,,
1,34,,1,5,2,3,6,4,,,,,,,,,,,,,,
1,35,2,4,3,4,6,1,3,,,,,,,,,,,,,,
1,36,,,,,,,,,,3,12,11,10,2,9,1,8,4,7,5,6
1,37,,,,,,,,7,8,2,4,11,12,1,3,,,9,10,5,6
1,38,,6,5,1,2,4,3,,,,,,,,,,,,,,
