Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:David Pocock,C:Animal Justice Party,D:Australian Labor Party,E:Liberal,F:HEART/LIBERTARIAN,G:Australian Greens,A:HOLGATE James,A:HAYDON John,B:POCOCK David,B:VARDY Hannah,C:SOXSMITH Robyn,C:KUDRYCZ Walter,D:GALLAGHER Katy,D:OH Janaline,E:VADAKKEDATHU Jacob,E:LEE Hayune,F:SEARSON-PRAKAASH Elise,F:BROWN Martin,G:HOBBS Christina,G:ROCKE Jo
1,1,5,1,6,2,,4,3,,,,,,,,,,,,,,
1,2,,1,,3,2,,,,,,,,,,,,,,,,
1,3,5,2,6,4,1,3,,,,,,,,,,,,,,,
1,4,3,5,4,1,7,6,2,,,,,,,,,,,,,,
1,5,3,4,1,5,,,6,,,,,,,,,,,,,,
1,6,3,5,4,2,,6,1,,,,,,,,,,,,,,
1,7,6,2,,4,3,5,1,,,,,,,,,,,,,,
1,8,4,5,3,2,6,,1,,,,,,,,,,,,,,
1,9,,,,,,,,12,6,7,,5,10,9,2,4,11,8,3,1,
1,10,5,4,3,1,,6,2,,,,,,,,,,,,,,
1,11,4,2,5,1,6,7,3,,,,,,,,,,,,,,
1,12,4,5,3,1,7,6,2,,,,,,,,,,,,,,
1,13,,5,3,1,6,4,2,,,,,,,,,,,,,,
1,14,5,6,3,1,,4,2,,,,,,,,,,,,,,
1,15,3,6,4,1,7,5,2,,,,,,,,,,,,,,
1,16,5,4,3,1,6,5,2,,,,,,,,,,,,,,
1,17,,4,3,1,6,5,2,,,,,,,,,,,,,,
1,18,2,5,4,1,7,6,3,,,,,,,,,,,,,,
1,19,5,2,6,1,4,,3,,,,,,,,,,,,,,
1,20,3,5,4,1,,6,2,,,,,,,,,,,,,,
1,21,6,5,4,1,7,3,2,,,,,,,,,,,,,,
1,22,6,5,4,1,,3,2,,,,,,,,,,,,,,
1,23,4,5,3,1,7,6,2,,,,,,,,,,,,,,
1,24,7,6,3,1,2,5,4,,,,,,,,,,,,,,
1,25,5,,3,1,6,4,2,,,,,,,,,,,,,,
1,26,3,4,,1,6,5,2,,,,,,,,,,,,,,
1,27,5,3,,1,2,6,4,,,,,,,,,,,,,,
1,28,6,,3,1,2,5,4,,,,,,,,,,,,,,
1,29,6,2,3,1,,4,5,,,,,,,,,,,,,,
1,30,,4,6,1,5,3,2,,,,,,,,,,,,,,
1,31,,2,3,1,4,5,6,,,,,,,,,,,,,,
