Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,5,4,6,1,7,2,6,3,,,,,,,,,,,,,,,,,
1,2,3,5,7,1,8,2,6,8,,,,,,,,,,,,,,,,,
1,3,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,4,7,,3,1,2,4,5,6,,,,,,,,,,,,,,,,,
1,5,4,5,2,1,3,6,7,8,,,,,,,,,,,,,,,,,
1,6,2,,6,1,5,,3,4,,,,,,,,,,,,,,,,,
1,7,4,5,2,1,8,3,6,7,,,,,,,,,,,,,,,,,
1,8,4,8,2,1,7,3,6,5,,,,,,,,,,,,,,,,,
1,9,6,5,,1,,2,3,4,,,,,,,,,,,,,,,,,
1,10,5,,6,1,,2,3,4,,,,,,,,,,,,,,,,,
1,11,4,3,6,1,7,2,5,8,,,,,,,,,,,,,,,,,
1,12,4,,,1,3,2,5,6,,,,,,,,,,,,,,,,,
1,13,4,5,3,1,2,,,6,,,,,,,,,,,,,,,,,
1,14,5,2,3,1,4,6,7,8,,,,,,,1,,2,9,3,4,6,5,8,8,
1,15,7,6,2,1,4,,3,5,,,,,,,,,,,,,,,,,
1,16,6,4,,1,,2,3,5,,,,,,,,,,,,,,,,,
1,17,6,2,7,1,8,4,3,5,,,,,,,,,,,,,,,,,
1,18,7,6,,1,5,2,3,4,,,,,,,,,,,,,,,,,
1,19,3,,4,1,5,6,2,,,,,,,,,,,,,,,,,,
1,20,6,3,5,1,4,8,2,7,,,,,,,,,,,,,,,,,
1,21,1,5,2,6,3,7,4,8,,,,,,,,,,,,,,,,,
1,22,1,2,7,4,3,6,5,,,,,,,,,,,,,,,,,,
1,24,1,,2,,,,,,3,5,,,4,,,,6,,,,,,,,
1,25,1,4,5,7,2,3,6,8,,,,,,,,,,,,,,,,,
1,26,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,27,4,3,5,1,,2,6,,,,,,,,,,,,,,,,,,
1,28,6,5,,1,,2,3,4,,,,,,,,,,,,,,,,,
1,29,6,3,1,,2,,4,5,9,10,5,6,2,1,,,4,3,,,7,8,11,12,
1,30,2,1,4,3,6,5,,,,,,,,,,,,,,,,,,,
1,31,2,1,6,5,,,3,4,,,,,,,,,,,,,,,,,
1,32,4,1,3,,2,6,5,,,,,,,,,,,,,,,,,,
1,33,7,1,3,2,4,8,5,6,,,,,,,,,,,,,,,,,
1,34,2,1,5,6,3,,4,,,,,,,,,,,,,,,,,,
1,35,3,1,8,2,7,4,5,6,,,,,,,,,,,,,,,,,
1,36,6,1,7,4,5,3,2,8,,,,,,,,,,,,,,,,,
1,37,1,2,3,4,5,,6,,,,,,,,,,,,,,,,,,
1,38,1,6,2,5,4,3,7,8,,,,,,,,,,,,,,,,,
1,39,6,5,1,2,4,7,,3,,,,,,,,,,,,,,,,,
1,40,3,2,1,7,3,4,5,6,,,,,,,,,,,,,,,,,
1,41,4,3,1,,2,,5,6,,,,,,,,,,,,,,,,,
1,42,3,2,1,4,6,,5,,,,,,,,,,,,,,,,,,
1,43,,2,1,5,,3,6,4,,,,,,,,,,,,,,,,,
1,44,2,,1,6,,5,4,3,,,,,,,,,,,,,,,,,
1,45,3,2,1,,,6,5,4,,,,,,,,,,,,,,,,,
1,46,6,7,1,2,3,8,5,4,,,,,,,,,,,,,,,,,
1,47,5,7,1,2,4,3,6,,,,,,,,,,,,,,,,,,
1,48,3,2,1,4,5,6,,,,,,,,,,,,,,,,,,,
1,49,1,3,2,4,,,6,5,,,,,,,,,,,,,,,,,
1,50,1,3,,,2,5,4,6,,,,,,,,,,,,,,,,,
2,1,6,,2,5,4,1,3,,,,,,,,,,,,,,,,,,
2,2,4,3,7,6,8,1,5,2,,,,,,,,,,,,,,,,,
2,3,5,2,,4,,6,1,3,,,,,,,,,,,,,,,,,
2,8,,,5,1,2,6,,3,,,,,,,,,,,,,,,,,
2,9,7,8,1,2,3,4,5,6,,,,,,,,,,,,,,,,,
2,10,3,,1,2,5,4,6,,,,,,,,,,,,,,,,,,
2,11,3,6,1,5,4,8,2,7,8,3,9,2,1,10,7,6,4,5,14,16,,15,17,12,11
2,12,5,4,1,3,2,8,6,7,,,,,,,,,,,,,,,,,
2,13,,6,1,2,3,5,4,,5,6,,,2,1,,,3,4,9,10,7,8,11,,12
2,14,,2,1,6,4,,3,5,,,7,8,1,2,9,10,11,12,3,4,5,6,,,
2,15,4,2,1,3,6,8,5,7,,,,,,,,,,,,,,,,,
2,16,2,4,1,3,5,8,6,7,,,,,,,,,,,,,,,,,
2,17,4,3,1,5,2,,,6,,,,,,,,,,,,,,,,,
2,18,3,5,1,2,4,6,7,8,,,,,,,,,,,,,,,,,
2,19,5,,6,2,,1,3,4,,,,,,,,,,,,,,,,,
2,20,,,,,,,,,5,6,7,8,,,1,2,,,3,4,10,11,12,,9
2,21,4,2,3,,1,6,5,,7,8,5,6,4,3,,,1,2,11,10,9,12,,,
2,22,2,3,5,4,1,6,7,8,7,6,5,8,10,9,4,3,2,1,14,15,11,12,16,17,13
2,23,4,2,3,7,1,8,6,5,,,,,,,,,,,,,,,,,
2,24,4,3,2,7,1,8,5,6,,,,,,,,,,,,,,,,,
