Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,2,1,,,,,,,2,,4,,,,,,,,,,,3,,,,
1,3,1,,4,,5,6,3,2,4,12,,11,5,,6,8,3,10,7,9,,1,2,,
1,4,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,5,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,6,1,,2,3,4,7,5,6,,,,,,,,,,,,,,,,,
1,7,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,8,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,9,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,10,1,5,2,3,4,,,,,,,,,,,,,,,,,,,,
1,11,1,2,6,5,4,,3,,,,,,,,,,,,,,,,,,
1,12,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,13,1,6,3,4,,,2,5,,,,,,,,,,,,,,,,,
1,14,1,2,4,3,5,6,,,,,,,,,,,,,,,,,,,
1,15,1,5,4,2,6,3,,,,,,,,,,,,,,,,,,,
1,16,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,17,1,2,4,5,3,6,,,,,,,,,,,,,,,,,,,
1,18,1,,,2,3,5,6,4,,,,,,,,,,,,,,,,,
1,19,1,2,3,5,4,8,6,7,,,,,,,,,,,,,,,,,
1,20,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,21,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,22,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,23,1,3,2,4,5,6,8,7,,,,,,,,,,,,,,,,,
1,24,1,4,2,5,,6,3,,,,,,,,,,,,,,,,,,
1,25,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,26,1,5,6,8,4,7,3,2,,,,,,,,,,,,,,,,,
1,27,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,28,1,5,4,6,2,3,,,,,,,,,,,,,,,,,,,
1,29,1,,2,5,,6,3,4,,,,,,,,,,,,,,,,,
1,30,5,1,3,4,,2,6,,,,2,6,1,3,,,,,4,5,,,,,
1,31,2,1,,6,,3,4,5,,,,,,,,,,,,,,,,,
1,32,3,1,2,5,7,6,,4,,,,,,,,,,,,,,,,,
1,33,2,1,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,34,2,1,4,3,5,6,,,,,,,,,,,,,,,,,,,
1,35,,1,2,3,4,5,6,,,,,,,,,,,,,,,,,,
1,36,2,1,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,37,3,1,5,,,2,4,6,,,,,,,,,,,,,,,,,
1,38,,1,6,2,,3,4,5,,,,,,,,,,,,,,,,,
1,39,2,1,3,4,5,6,,,,,,,,,,,,,,,,,,,
1,40,3,1,4,6,2,5,,,,,,,,,,,,,,,,,,,
1,41,2,1,5,6,3,4,,,,,,,,,,,,,,,,,,,
1,42,5,1,3,4,2,6,,,,,,,,,,,,,,,,,,,
1,43,4,1,6,2,5,3,,,,,,,,,,,,,,,,,,,
1,44,,1,4,3,6,7,2,5,,,,,,,,,,,,,,,,,
1,45,6,1,2,7,3,,4,5,,,,,,,,,,,,,,,,,
1,46,,1,3,2,,4,6,5,,,,,,,,,,,,,,,,,
1,47,2,1,3,4,5,6,7,8,,,,,,,,,,,,,,,,,
1,48,4,1,3,2,6,5,,,,,,,,,,,,,,,,,,,
1,49,,1,6,2,3,4,5,,,,,,,,,,,,,,,,,,
1,50,2,1,3,5,4,6,8,7,,,,,,,1,,,,,,,,,,
