Booth,Paper,A:Sustainable Australia Party - Universal Basic Income,B:Legalise Cannabis Party,C:Australian Labor Party (Northern Territory) Branch,D:NT CLP,E:Australian Greens,F:Pauline Hanson's One Nation,G:Citizens Party,H:Libertarian,A:CHIVERS Ian,A:WHYTE Lamaan,B:LAWRENCE Lance Alfred,B:LUYKEN Suzette,C:McCARTHY Malarndirri,C:ALSOP Michael William,D:PRICE Jacinta Nampijinpa,D:HERSEY Dean,E:NEWPORT Aia,E:WELLS Hugo,F:NUGENT Darren,F:HEWES Caine,G:WYLIE Lionel,G:CAMPBELL Trudy,H:HANSEN Jed,H:SMITH Trevor,UG:KENNY Que
1,1,8,7,6,5,4,3,1,2,,,,,,,,,,,,,,,,,
1,2,,,,,,,,,4,11,12,13,17,16,3,10,14,15,1,2,8,9,6,7,5
1,3,3,,2,6,1,,4,5,,,,,,,,,,,,,,,,,
1,4,3,5,2,4,1,,,6,,,,,,,,,,,,,,,,,
1,5,3,2,1,7,4,8,5,6,,,,,,,,,,,,,,,,,
1,6,3,,1,,2,6,4,5,,,,,,,,,,,,,,,,,
1,7,5,6,1,4,,2,3,5,,,,,,,,,,,,,,,,,
1,8,4,2,1,3,5,8,6,7,,,,,,,,,,,,,,,,,
1,9,1,2,3,5,8,4,6,7,,,,,,,,,,,,,,,,,
1,10,,4,,1,2,6,3,5,,,,,,,,,,,,,,,,,
1,11,4,,2,1,7,5,6,3,,,,,,,,,,,,,,,,,
1,12,,2,3,1,4,5,6,,,,,,,,,,,,,,,,,,
1,13,5,4,6,1,,2,,3,,,,,,,,,,,,,,,,,
1,14,6,5,7,1,,2,3,4,,,,,,,,,,,,,,,,,
1,15,2,6,,1,,3,4,3,,,,,,,,,,,,,,,,,
1,16,,5,6,1,4,2,3,,,,,,,,,,,,,,,,,,
1,17,3,4,2,1,5,8,7,6,,,,,,,,,,,,,,,,,
